 rent,rentsqm,area,yearc,location,bath,kitchen,cheating,district
507.384613,7.461538792,68,1918,2,0,0,1,411
590.4102783,9.083236694,65,1957.5,2,0,0,1,412
705.7949219,8.822436333,80,1929,2,0,0,1,914
455.4871826,8.28158474,55,1929,2,0,0,1,942
237.1794891,6.776558876,35,1975,1,0,1,1,713
380.6666565,4.325757504,88,1929,2,0,0,0,941
390.4102478,4.593061447,85,1958,2,0,0,1,425
345.384613,8.223446846,42,1952,1,0,0,1,1236
1083.7948,11.28952789,96,1918,2,1,0,1,1242
495.0769348,7.280543327,68,1972,1,0,0,1,422
1075.640991,9.778553963,110,1939,1,1,0,1,1313
436.0512695,6.141569138,71,1918,2,0,0,1,231
633.6922607,5.867523193,108,1918,2,0,0,1,231
527.3846436,5.732440948,92,1972,1,0,0,1,1342
587.3846436,10.30499458,57,1994.5,1,1,0,1,2131
412.5641174,7.237964153,57,1958,1,0,0,1,2113
595.5385132,10.44804573,57,1972,2,0,0,1,926
543.6922607,5.909697056,92,1963,1,0,0,1,2135
419.1795044,5.589061737,75,1957.5,2,0,0,1,415
322.4102478,5.285415173,61,1957.5,2,0,0,1,414
731.9487305,8.224143982,89,1973,2,0,0,1,1244
458.2564087,5.391251564,85,1957.5,1,1,0,1,1312
860.1025391,9.053712845,95,1991,1,0,0,1,1313
507.333313,9.059523582,56,1983,1,0,1,1,1312
455.7948608,10.35897446,44,1968,2,0,0,1,2523
558.5128174,7.069784641,79,1957.5,1,0,0,1,2514
675.4871826,8.887989044,76,1924,2,0,0,1,926
877.5384521,5.661538601,155,1918,3,1,0,1,925
439.4359131,4.530266762,97,1960,2,0,0,1,925
1236.820557,11.24382591,110,1990,1,0,0,1,1375
319.9487305,4.101906776,78,1936,2,0,0,1,1375
615.333374,8.429225922,73,1993,1,0,0,1,1714
775.4359131,9.941487312,78,1981,1,0,0,1,1711
679.333313,7.226948738,94,1939,2,1,0,1,1853
691.2307739,9.60042572,72,1918,2,0,1,1,1852
349.4359131,6.35337925,55,1956,2,0,0,1,331
653.3845825,7.341400146,89,1976,1,0,0,1,2113
519.7948608,8.961979866,58,1980,2,0,0,1,711
484.4615479,8.808389664,55,1957.5,1,0,0,1,723
600.9743652,8.585349083,70,1972,1,0,0,1,711
361.1282043,6.335584641,57,1963,1,0,0,1,2514
531.5384521,4.832168102,110,1965,1,1,0,1,2514
640.0512695,6.275010109,102,1959,1,0,0,1,711
232.3589783,4.224708557,55,1960,1,0,0,1,2514
593.4871826,8.358973503,71,1918,3,0,0,1,924
214.5128174,4.766951561,45,1957.5,1,0,0,1,963
505.6922913,5.812553883,87,1971,1,0,0,1,1012
568.9743652,7.486502171,76,1959,1,0,0,1,927
776.1538696,5.106275558,152,1918,2,0,0,1,913
313.1795044,3.914743662,80,1957.5,2,0,0,1,913
335.5897522,6.214625359,54,1970,1,0,0,1,2113
340.615387,4.153846264,82,1969,2,1,0,1,521
619.8974609,7.748717785,80,1918,2,0,0,1,232
624.9230347,7.621015549,82,1962,1,0,0,1,1132
476.1538391,5.473030567,87,1972,2,1,0,1,2143
370.7179565,5.078328133,73,1962,2,0,0,1,2524
809.5384521,9.305041313,87,1930,1,0,1,1,624
661.2820435,8.266025543,80,1962,1,0,0,1,624
453.282074,5.527831078,82,1939,1,0,0,1,623
470,7.833333015,60,1966,2,0,0,1,2524
491.2820435,6.38028717,77,1929,2,0,0,1,913
357.2307434,4.410255909,81,1929,1,0,0,0,331
168.6153717,2.479637861,68,1918,1,0,0,0,623
336.9743347,6.480277061,52,1956,1,0,0,0,723
390.3589783,6.005522728,65,1957,1,0,0,1,1831
451.6922913,5.314025879,85,1972,1,1,0,1,1011
368.1538696,3.834935904,96,1936,3,0,0,1,1335
654.7692261,9.4894104,69,1991,1,0,1,1,1313
247.1794891,8.239317894,30,1957.5,2,0,0,1,411
343.6923218,3.950485945,87,1918,2,0,0,0,961
373.4871826,6.552405357,57,1962,1,0,0,1,734
599.8974609,9.998291969,60,1972,2,0,0,1,1953
280.0512695,7.001282215,40,1966,1,0,0,1,1957
406.8717957,10.17179394,40,1967,1,0,0,1,1957
358.7692261,9.441297531,38,1986,1,0,0,1,1934
549.6410522,7.046681881,78,1971,1,0,0,1,422
289.8461609,9.661538124,30,1956,1,0,0,1,963
403.5897522,5.10873127,79,1929,1,0,0,1,813
230.7179413,2.813633442,82,1918,2,0,0,1,942
713.3845825,5.530112743,129,1918,2,0,0,1,914
698.0512695,8.725640297,80,1958,2,0,0,1,341
344.5128174,9.843220711,35,1953,1,0,0,1,2512
136.6666718,4.270833492,32,1972,1,0,0,1,2424
413.1795044,6.66418457,62,1971,1,0,0,1,1012
293.9487305,6.390189648,46,1959,1,0,0,1,814
304.8205261,4.064273357,75,1956,2,0,0,1,333
202,4.488888741,45,1929,2,0,0,0,350
644.1025391,9.20146656,70,1918,1,0,0,1,612
264.9743652,9.13704586,29,1957,1,0,0,1,713
595.9487305,11.46055412,52,1961,1,0,0,1,713
718.4615479,10.41248703,69,1918,2,0,0,1,961
506.4615173,6.577420235,77,1960,1,0,0,1,963
469.3333435,7.822220802,60,1960,1,0,0,1,1121
851.1795044,10.01387691,85,1992,1,0,0,1,1122
613.9486694,8.078271866,76,1969,3,0,0,1,964
369.5897522,5.435143471,68,1960,1,0,0,1,963
646.9743652,9.802640915,66,1981,1,0,0,1,962
288.8205261,6.418235779,45,1971,1,0,0,1,1012
556.7692261,5.155272007,108,1971,1,0,0,1,942
441.6922913,6.4013381,69,1971,1,0,0,1,1012
571.4359131,6.884768963,83,1973,1,0,0,1,1015
698.3076782,9.310769081,75,1918,1,0,0,1,563
543.8461304,11.57119465,47,1992,2,0,0,1,813
458.0513,7.157051563,64,1959,1,0,0,1,1822
535.7435913,10.30275917,52,1992,2,0,0,1,563
435.5897522,10.12999535,43,1972,1,0,0,1,1123
317.2820435,3.917062521,81,1918,2,0,0,0,961
272.2051086,8.248641014,33,1983,1,0,0,1,1132
785.333374,9.349205017,84,1988,2,0,0,1,941
143.8461609,2.026002169,71,1957.5,2,0,0,1,531
411.8974304,8.076420784,51,1984,1,0,0,1,1132
337.7435913,9.381763458,36,1968,1,0,0,1,1343
818.6154175,6.821794987,120,1983,2,1,0,1,1653
523.7948608,9.699907303,54,1984,1,0,0,1,252
439.4871826,4.439264297,99,1957.5,1,1,0,1,1624
765.3846436,8.056682587,95,1980,1,1,0,1,1832
582,5.24324131,111,1954,1,1,0,1,1722
455.8974304,8.767255783,52,1966,1,0,0,1,1714
568.4615479,5.573153973,102,1954,1,1,0,1,1722
532.7692261,9.86609745,54,1957.5,2,0,0,1,372
516,8.896553993,58,1936,2,0,0,0,2529
268.1025696,4.787545681,56,1918,1,0,0,1,2526
266.2564087,4.096252441,65,1929,1,0,0,1,1921
634.4614868,8.573804855,74,1984,1,0,0,1,1924
447.333313,7.847953796,57,1986,1,0,0,1,152
437.2820435,5.466025352,80,1959,2,0,0,1,2526
224.5128174,4.317553997,52,1957,1,0,0,1,331
203.743576,4.527635098,45,1939,1,0,0,1,2528
671.8973999,11.58443546,58,1994,1,0,0,1,1342
512.666687,4.101333141,125,1918,2,0,0,0,122
335.5384521,4.596417427,73,1918,2,0,0,1,232
418.1025696,4.3552351,96,1957,1,0,0,1,1112
494.4102478,6.772743702,73,1965,1,0,0,1,1122
298.3077087,4.58934927,65,1918,1,0,0,1,1121
814.5640869,10.71794891,76,1983,1,0,1,1,1611
618,9.96774292,62,1983,1,0,1,1,563
755.6410522,7.871261597,96,1929,1,0,0,0,1811
419.1795044,5.589061737,75,1957.5,1,0,0,1,1812
266.4102478,4.440171242,60,1957.5,2,0,0,1,210
172.1538544,2.569460392,67,1918,2,0,0,0,231
686.4102783,9.15213871,75,1971,1,0,0,1,2411
349.6410217,6.992820263,50,1957.5,1,0,0,1,1013
234.9230804,6.525641441,36,1971,1,0,0,1,1025
501.5897217,8.359830856,60,1918,2,0,0,1,531
607.1795044,6.528810501,93,1961,2,0,0,1,425
405.8974304,4.364488602,93,1955,1,1,0,1,1112
820.7179565,6.839317799,120,1929,2,1,0,1,1243
897.0769653,10.07951832,89,1954,1,0,0,1,1821
270.5128174,9.017092705,30,1959,1,0,0,1,1822
137.9487152,3.831908703,36,1918,2,0,0,1,411
315.6410217,8.306344032,38,1960,1,0,0,1,1241
779.7948608,11.30137444,69,1991,2,1,0,1,2135
871.333313,11.9360714,73,1972,3,0,0,1,925
181.9487152,2.166055679,84,1964,1,0,0,1,1371
388.8717957,6.076123238,64,1972,1,0,0,1,1957
547.0256348,9.768312454,56,1956,2,0,0,0,913
427.6410522,7.127348423,60,1954,2,0,0,0,543
806.6154175,9.958215714,81,1918,2,0,0,1,531
475.7948608,9.515897751,50,1972,2,0,0,1,2146
445.0256348,7.542805195,59,1981,1,0,0,1,2221
391.384613,13.04615402,30,1974,2,0,0,1,926
237.1282043,6.586892605,36,1960,1,0,0,1,963
284.3589783,10.93688202,26,1972,1,0,0,1,1281
597.7435913,8.077615738,74,1929,1,0,0,1,422
398.2564087,5.240215302,76,1970,1,0,0,1,713
437.4358826,8.927261353,49,1918,1,0,0,1,612
382.8717957,6.836994648,56,1957.5,2,0,0,1,333
830.8717651,9.774964333,85,1918,2,0,1,1,816
279.0256348,3.720341444,75,1957.5,1,0,0,1,273
404.3077087,7.219779491,56,1918,1,0,0,1,814
735.2307739,7.658651352,96,1967,2,0,0,1,714
239.384613,2.519837856,95,1918,1,0,0,0,816
260.3077087,3.337277889,78,1929,2,0,0,0,941
443.4359131,9.049713135,49,1971,1,0,0,1,2021
266.1538391,7.004051208,38,1958,1,0,0,1,928
345.9487,10.1749649,34,1984,2,0,0,1,411
414.1538391,14.28116417,29,1972,1,0,0,1,2011
201.4871826,3.415036917,59,1957.5,1,0,0,1,624
614.2050781,8.901522636,69,1965,1,0,0,1,1944
992.8717651,9.279174805,107,1972,1,1,1,1,1944
227.4358978,3.499013901,65,1918,2,1,0,1,1244
691.7948608,6.015604973,115,1955,2,0,0,1,1262
381.8974304,8.486609459,45,1918,2,0,0,1,415
610.666687,7.447153568,82,1984,2,0,0,1,964
665.6410522,7.831071854,85,1985,2,0,0,1,1235
438.2051392,4.868946075,90,1939,2,0,0,1,412
1170.307739,10.6391592,110,1973,3,0,0,1,1250
418,5.805553913,72,1970,1,0,0,1,1712
571.5897217,7.938748837,72,1972,1,0,0,1,1811
577.1795044,9.461959839,61,1937,2,0,0,0,563
664.9230347,7.642795086,87,1972,2,0,0,1,411
399.8974304,4.876798153,82,1957.5,2,0,0,1,412
588.0512695,10.88983631,54,1957.5,2,0,0,1,411
584.5640869,6.026435852,97,1939,2,0,0,1,411
434,7.233333111,60,1957.5,2,0,1,1,426
476.2051086,8.071271896,59,1957,2,0,0,1,414
283.0256653,3.290995836,86,1918,2,0,0,1,914
459.7435913,8.358973503,55,1918,2,0,0,1,961
92.10256958,2.361603975,39,1939,1,0,0,0,2222
508.5128174,7.945512772,64,1918,1,0,0,1,915
412.615387,8.090497971,51,1957,2,0,0,1,210
378.1025696,4.726281643,80,1930,1,0,0,1,916
470.2051392,5.224502563,90,1918,2,0,0,0,961
380.4102478,6.340168953,60,1956,2,0,0,1,350
278.8205261,7.337379456,38,1929,2,0,0,1,1261
319.4871826,4.915187359,65,1929,1,0,0,1,261
296.5640869,8.47326088,35,1967,1,0,0,1,252
654.8204956,5.037080765,130,1929,1,1,0,0,242
745.4359131,10.64908218,70,1991,2,0,1,1,1723
342.7179565,6.231235981,55,1918,1,0,0,1,822
243.8461609,4.20424366,58,1961,2,0,0,1,284
570.6153564,4.755128384,120,1939,1,0,0,1,251
435.8974304,8.547010422,51,1967,1,0,0,1,1133
698.2564087,8.952004433,78,1959,2,1,0,1,2524
358.666687,5.879779816,61,1957.5,1,0,0,1,1133
353.1795044,6.306774616,56,1959,1,0,0,1,1132
794.9743042,8.368148804,95,1972,2,1,0,1,1243
373.5897522,4.728984356,79,1924,3,0,0,0,1852
542.2051392,7.745789528,70,1957.5,2,0,0,1,151
964.4102173,13.21109772,73,1991,2,1,1,1,153
572.666626,7.248943329,79,1957.5,2,1,0,1,1531
600.9743652,11.12915421,54,1984,2,0,0,1,964
544.8204956,4.540171146,120,1929,1,0,0,1,1011
377.9487305,11.45298958,33,1977,2,0,0,1,1244
813.7948608,11.62564087,70,1991,3,1,0,1,2133
727.333374,5.594871521,130,1957.5,2,0,0,1,411
709.7435913,8.349923134,85,1918,2,1,0,1,543
944,10.9767437,86,1991,1,1,1,1,542
641.6923218,9.577497482,67,1918,2,0,0,1,210
467.0256348,6.577826023,71,1939,2,0,0,1,360
411.6410217,5.145512581,80,1957.5,2,0,0,1,1543
619.5384521,10.68169689,58,1991,2,0,0,1,1541
202.2564087,6.320512772,32,1929,2,0,0,1,210
507.2820435,9.058609962,56,1959,2,0,0,1,232
548.5128174,7.725533009,71,1983,1,0,0,1,1363
307.6410522,6.152820587,50,1959,2,0,0,1,231
512,7.314287186,70,1918,2,0,0,1,210
40.5128212,0.861974835,47,1918,2,0,0,1,521
728.8204956,8.098005295,90,1918,2,1,0,1,711
235.1794891,5.879487038,40,1958,1,0,1,1,1611
395.5384521,5.732440948,69,1918,1,0,0,1,542
451.2307739,5.860138416,77,1972,2,0,0,1,1613
270.3076782,3.510489225,77,1918,1,0,0,1,522
270.9230652,8.739450455,31,1939,2,0,0,0,914
755.6410522,8.786522865,86,1918,2,0,0,1,961
514.3076782,8.57179451,60,1918,2,0,0,1,242
301.1794739,5.192749023,58,1957.5,1,0,0,0,1402
314.3589783,8.060486794,39,1957,1,0,0,1,623
332.0512695,3.192800999,104,1918,1,0,0,0,623
550.8717651,7.062456131,78,1918,1,0,0,1,622
705.2821045,7.346687317,96,1918,1,0,0,1,623
519.7435913,6.338338375,82,1918,1,0,0,1,623
388.3589783,6.068108082,64,1966,2,0,0,1,711
395.5384521,5.732440948,69,1973,2,1,0,1,711
244.7692261,5.099358559,48,1965,1,0,0,1,2131
291.0256348,5.820513248,50,1924,1,0,0,1,2222
501.384613,8.498045921,59,1987,1,0,0,1,2213
459.7435913,6.86184597,67,1984,1,0,0,1,714
468.7179565,5.266492367,89,1971,1,0,0,1,713
386.1538391,4.70919323,82,1960,1,0,0,1,612
412.4615173,7.499302387,55,1969,1,0,0,1,612
424.8717957,5.118937492,83,1970,1,0,0,1,713
246.0512695,4.170360565,59,1939,1,0,0,0,734
683.5384521,6.767707825,101,1979,1,0,0,1,2024
402.9743652,7.326805115,55,1969,1,0,0,1,713
483.384613,6.277722836,77,1975,1,1,0,1,713
400.4102478,8.008205414,50,1959,1,0,0,1,713
204.0512848,3.579846621,57,1918,1,0,0,1,612
541.5384521,8.734492302,62,1962,1,0,0,1,713
746.0513306,8.382599831,89,1981,2,0,0,1,1935
880.6153564,10.12201595,87,1984,2,1,1,1,1646
604.2564087,10.07093906,60,1963,2,0,0,1,563
374.1025696,10.68864536,35,1970,1,0,0,1,1713
134.3589783,3.732193947,36,1931,1,0,0,0,713
635.5385132,9.777513504,65,1929,1,0,0,1,252
763.0256348,9.909425735,77,1918,2,0,0,0,813
451.7948608,11.58448219,39,1985,2,0,0,1,332
670.8204956,8.082174301,83,1985,1,0,0,1,252
916.7179565,8.488127708,108,1918,1,0,0,1,261
215.2307739,6.942927837,31,1918,1,0,0,0,822
559.8461304,5.598461628,100,1961,1,0,0,1,963
724.5128174,9.056409836,80,1957.5,2,0,0,1,350
439.7948608,6.467569351,68,1956,1,0,0,1,1121
494.2051392,6.589399815,75,1957.5,2,0,0,1,412
434.4102478,7.489830971,58,1953,2,0,0,1,425
358.7692261,6.523077011,55,1997,1,0,0,1,2142
204.2051392,4.862026691,42,1939,1,0,1,1,2221
443.1795044,5.275949001,84,1973,1,0,0,1,1122
271.1282043,3.476002455,78,1957.5,2,0,0,0,350
581.1795044,7.264743805,80,1957.5,2,0,0,1,350
294.0513,5.069849968,58,1957.5,2,0,0,1,943
407.8974609,5.745035648,71,1959,1,0,0,1,951
534.3076782,10.68615341,50,1969,1,0,1,1,2523
369.2307739,6.366045952,58,1918,1,0,0,0,822
645.5897827,10.94219971,59,1939,3,0,0,1,925
355.2820435,6.459671974,55,1918,1,0,0,1,2134
707.1282349,8.623512268,82,1959,1,0,0,1,927
344.7692261,6.630179405,52,1959,1,0,1,1,1132
366,6.100000381,60,1957.5,2,0,0,1,941
279.8461609,4.513647556,62,1918,2,0,0,0,231
632.4615479,7.354205132,86,1980,2,0,0,1,531
660.1538696,9.430768967,70,1984,1,0,0,1,1312
244,4.518517494,54,1966,2,0,1,0,1334
177.6410217,3.351717472,53,1957.5,1,0,0,0,1281
939.2820435,7.062271595,133,1961,3,0,0,1,1372
548.5128174,7.313502312,75,1972,1,0,0,1,1942
245.2820435,3.773569584,65,1954,2,0,0,1,1853
184.7692261,3.622925997,51,1918,2,0,0,1,916
271.0769043,3.663201571,74,1939,1,0,0,1,916
375.5384521,4.366725922,86,1939,1,0,0,1,916
495.2820435,5.002848625,99,1962,1,0,0,1,951
445.5897522,4.455897331,100,1918,2,0,0,0,961
343.2307739,10.40093327,33,1972,1,0,0,1,2522
494.8205261,5.961692333,83,1957.5,1,0,0,1,1644
237.5897369,4.5690341,52,1924,1,0,0,1,1124
453.5897522,4.199904919,108,1955,1,0,0,1,1112
319.4359131,7.791118145,41,1982,2,0,0,1,411
514.1025391,4.470457077,115,1918,2,0,0,1,411
988.9743652,9.989640236,99,1991,1,1,0,1,1321
453.9487305,6.983825684,65,1918,2,0,0,1,242
712,8.183907509,87,1981,1,1,0,1,1361
597.333374,9.050508499,66,1964,1,0,0,1,1342
335.7948608,11.19316387,30,1959,2,0,0,1,360
625.7949219,10.42991829,60,1987,2,0,1,0,1534
282.5641174,5.433923244,52,1918,1,0,0,1,1401
210.615387,4.481178761,47,1957.5,1,0,0,1,1404
594.7178955,10.61996365,56,1984,2,1,1,1,1543
682.2051392,8.527564049,80,1980,2,1,0,1,1544
498.1538696,7.116482258,70,1965,2,0,0,1,1243
505.0256348,9.018313408,56,1984,1,0,0,1,1132
1256.512817,13.51089191,93,1939,2,0,0,1,426
231.2820587,4.283000946,54,1959,1,0,1,1,1132
256.615387,3.947929144,65,1957,1,0,0,1,1132
387.7435913,5.539194584,70,1957.5,1,0,0,1,422
440.6666565,5.508333206,80,1972,1,0,0,1,1011
589.3846436,5.358041286,110,1929,1,0,0,1,1011
677.8974609,8.070210457,84,1957.5,2,1,0,1,1243
203.9487305,4.339334488,47,1938,2,0,0,0,411
322.8205261,13.45085621,24,1983,2,0,0,1,426
183.5897369,3.220872879,57,1956,2,0,0,1,1242
146.8717957,4.319758892,34,1924,1,0,0,1,1236
391.4358826,4.605127811,85,1963,2,0,0,1,411
377.333313,5.895830631,64,1957.5,2,0,0,1,2527
479.6410217,5.642835617,85,1967,1,0,0,1,2524
393.5384827,4.981499672,79,1956,1,0,0,1,2524
266.8717957,5.678122997,47,1972,1,0,0,1,1932
637.4871826,6.572031021,97,1971,1,0,0,1,1012
582.9230347,9.556118011,61,1970,1,0,0,1,1013
594.4102173,9.90683651,60,1939,1,0,0,1,261
463.0256653,9.260513306,50,1967,2,0,0,1,2523
444.4102478,4.778604984,93,1953,1,0,0,1,1921
856.0513306,10.70064068,80,1939,2,0,0,0,1244
445.0256348,5.115237236,87,1972,1,0,0,1,1321
558.9743652,5.323564053,105,1929,1,0,0,1,541
281.384613,5.210825443,54,1929,2,0,0,1,390
857.8461914,9.531625748,90,1996,1,0,0,1,552
366.5640869,8.145867348,45,1929,1,0,0,1,563
278.1025696,4.966116905,56,1932,1,0,0,1,1812
271.2820435,6.028492451,45,1939,1,0,0,1,1841
463.6923218,7.025640965,66,1954,1,0,0,1,1821
464.0513,8.924061775,52,1918,1,0,0,1,1811
412.4102478,5.976959229,69,1918,1,0,0,0,1711
1022.410217,16.49048615,62,1984,2,1,0,1,1852
423.4871826,6.049815655,70,1918,2,0,0,1,360
381.9487,7.073122978,54,1957.5,2,0,0,0,360
526.9230957,9.409343719,56,1929,2,0,0,1,360
956.8718262,9.568717957,100,1929,2,0,0,1,414
282.5641174,3.717948675,76,1963,1,0,0,1,1134
501.0256348,9.824030876,51,1972,1,0,0,1,422
320.5640869,9.428354263,34,1952,1,0,0,1,1236
495.3333435,9.906666756,50,1962,2,0,0,1,411
604.7692261,9.914251328,61,1957.5,2,0,0,1,413
754.9743042,8.579256058,88,1983,1,0,0,1,2024
362.1025391,6.352676868,57,1924,1,0,0,1,1924
263.7435913,3.564102411,74,1918,1,0,0,1,1812
701.8973999,7.798861504,90,1924,2,0,0,1,1832
642.7179565,5.84289217,110,1962,2,0,0,1,413
422.5641174,8.451281548,50,1986,2,0,0,1,1545
491.6410217,6.223302364,79,1955,2,0,0,1,2525
816,9.599999428,85,1930,2,0,0,1,926
269.9487305,4.284900188,63,1929,2,0,0,1,942
350.2051392,4.120060444,85,1918,1,0,0,0,242
904.5640869,10.39728737,87,1924,3,0,0,1,925
296,7.400000095,40,1973,1,0,0,1,2222
356.9230652,14.8717947,24,1971,1,0,0,1,961
407.0769043,6.07577467,67,1957.5,2,0,0,1,233
233.4871674,3.242877245,72,1968,1,0,0,1,2222
429.7948608,6.139928341,70,1918,2,0,0,0,210
272.9743652,3.41217947,80,1957.5,1,0,0,0,962
1234.717896,9.353922844,132,1939,2,0,1,1,961
283.1795044,3.078037977,92,1918,1,0,0,1,914
428,4.1960783,102,1930,1,0,0,1,916
332.8717957,7.397149086,45,1929,1,1,0,1,915
346.8717957,4.033393383,86,1929,2,0,0,1,961
336.8717957,13.47487164,25,1965,1,0,0,1,961
465.1794739,6.372323036,73,1962,2,0,0,1,2131
379.9487305,5.756800175,66,1959,1,1,0,1,1132
580.4615479,9.362282753,62,1963,1,0,0,1,1132
324.615387,11.19363594,29,1961,1,0,0,1,1132
186.8205109,2.707543612,69,1939,2,0,0,1,425
250.1025696,4.033912182,62,1929,1,0,0,0,1132
624.1538086,6.711333275,93,1955,1,0,0,1,422
579.7435913,7.834374428,74,1938,2,0,0,1,1241
551.9487305,10.4141283,53,1996,1,0,1,1,624
383.7948914,11.28808212,34,1991,1,0,0,1,611
219.6410217,3.660683393,60,1956,1,0,0,0,711
322.4102478,3.130197048,103,1929,1,0,0,0,816
509.5897522,8.493164063,60,1962,1,0,0,1,723
599.0256348,10.69688702,56,1918,1,0,0,1,332
243.2820435,8.688646317,28,1918,2,0,0,1,813
515.0769653,5.72307682,90,1918,2,0,0,1,233
245.384613,8.179487228,30,1957.5,1,0,0,1,251
436.3589783,4.795153618,91,1918,1,0,0,0,612
331.6410217,4.145512581,80,1971,1,0,0,1,1012
270,3.698630095,73,1954,2,0,0,1,425
529.7948608,5.576789379,95,1971,1,0,0,1,1012
528.9230957,6.079574585,87,1971,1,0,0,1,1012
256.8717957,4.281196594,60,1965,1,0,0,1,1957
216,3.599999905,60,1918,2,0,0,0,943
158.5641022,3.049309731,52,1986,2,0,0,1,941
252.2051239,4.067824841,62,1918,1,0,0,0,814
381.333313,5.084444046,75,1918,2,0,0,0,563
188.358963,4.956815243,38,1918,1,0,0,0,1711
299.6923218,4.994872093,60,1957.5,1,0,0,0,552
570.7179565,6.271625519,91,1970,1,0,0,1,1723
304.9230652,5.863907814,52,1968,1,0,0,1,1641
649.8461304,9.418061256,69,1972,1,0,0,1,963
262.5641174,7.722471714,34,1960,1,0,0,1,1363
833.1281738,11.25848675,74,1924,2,0,0,1,711
397.4871521,5.445030689,73,1967,1,0,0,1,2524
278.7179565,5.359958649,52,1918,2,0,0,0,543
535.1795044,8.233528137,65,1918,1,0,0,1,543
844.3076782,9.278107643,91,1918,2,0,0,1,531
593.7435913,8.86184597,67,1958,2,0,0,1,543
275.6922913,3.403608561,81,1918,2,0,0,0,541
412.7179565,14.23165131,29,1957.5,2,0,0,1,210
315.2820435,8.296896935,38,1965,1,0,0,1,1123
512.4102783,10.9023428,47,1994.5,1,0,0,1,1516
657.4359131,8.538127899,77,1981,2,1,0,1,1532
258.1538391,4.609889984,56,1918,2,0,0,0,1634
541.3845825,10.61538506,51,1982,1,0,0,1,1646
575.0769653,8.457015991,68,1983,1,0,0,1,1643
402.1538391,4.845226765,83,1960,1,0,0,1,1812
500.9743652,6.506158829,77,1964,1,0,0,1,1833
1232.2052,9.937138557,124,1997,2,0,0,1,231
339.8974304,4.855677605,70,1918,2,0,0,0,914
449.6923218,4.684295177,96,1941,1,0,0,1,1375
331.4871826,8.959113121,37,1957.5,1,0,0,1,1025
645.5385132,8.965809822,72,1970,2,0,0,1,2315
678.1026001,5.424820423,125,1991,2,0,0,1,930
379.8461609,4.576459408,83,1929,1,0,0,1,1011
721.9487305,5.120203972,141,1929,1,0,0,1,1011
551.2820435,8.352759361,66,1972,1,0,0,1,963
878.3076782,9.444169044,93,1972,1,1,0,1,711
223.4871674,7.706456184,29,1969,2,0,0,1,563
557.9487305,8.717948914,64,1929,1,0,0,1,1812
451.0256348,5.637820244,80,1962,1,0,0,1,963
392.0512695,9.117471695,43,1957.5,1,0,0,1,2027
720.4615479,6.796804905,106,1972,2,1,0,1,733
595.1282349,6.920097351,86,1968,1,0,0,1,1942
333.1282043,4.563400269,73,1968,1,0,0,1,1921
382.1538391,8.492307663,45,1992,1,0,0,1,734
398.3589783,4.742368698,84,1939,1,0,0,1,734
479.5384521,5.449302197,88,1968,1,0,0,1,1942
354.3077087,9.084815025,39,1974,1,0,0,1,1922
283.8461609,7.096153736,40,1957.5,1,0,0,1,1922
350.8204956,8.770513535,40,1968,1,0,0,1,1942
472.615387,4.872323513,97,1972,1,0,0,1,723
725.1282349,8.334805489,87,1963,2,0,1,1,1931
385.4871826,5.930574417,65,1965,2,0,0,1,1933
460.3076782,7.081656456,65,1963,1,0,0,1,1342
580.7692261,9.367246628,62,1957.5,1,0,0,1,1404
588.5128174,8.529169083,69,1918,3,0,0,1,1335
340.3589783,9.454415321,36,1969,1,0,0,1,1402
384.0513,6.295923233,61,1960,1,0,0,1,1363
380.0512695,10.0013485,38,1994.5,1,0,0,1,1342
397.7435913,9.039625168,44,1991,1,0,0,1,712
505.2307739,8.148881912,62,1985,1,0,0,1,2134
338.0513,4.225640774,80,1974,1,0,0,1,2033
365.2307739,4.805667877,76,1918,1,0,0,0,612
509.9487305,6.891200066,74,1957.5,2,0,0,0,350
404.3077087,4.30114603,94,1918,2,0,0,0,1261
472.5641174,6.750918388,70,1957.5,2,0,0,1,415
256.9230652,6.94386673,37,1957.5,2,0,0,1,1243
156,1.925926208,81,1972,2,0,0,0,413
331.0256348,8.946640968,37,1972,2,0,0,1,426
512.9743652,7.891912937,65,1956,2,0,0,1,350
558.1538696,6.001656532,93,1918,2,0,0,1,414
293.4871826,9.782907486,30,1971,2,0,0,1,426
794.1538086,11.67873287,68,1957.5,2,0,1,1,563
261.6410217,4.15303278,63,1918,2,0,0,0,563
415.6922913,10.93927097,38,1929,1,0,0,1,563
513.8973999,7.670113087,67,1972,1,1,0,1,422
365.7948608,5.899918079,62,1957.5,2,0,0,1,350
373.1795044,4.784352779,78,1957.5,1,0,0,1,422
515.5384521,4.957100391,104,1957.5,2,0,0,1,413
512.2051392,8.681441307,59,1986,1,0,0,1,1014
610.1025391,6.040620327,101,1971,1,0,0,1,1012
568.6154175,8.747928619,65,1972,1,0,1,1,2513
487.0769043,4.775263786,102,1924,1,0,0,1,1011
187.3333282,4.356589317,43,1957.5,2,0,0,1,964
298.1538696,6.625640869,45,1974,3,0,0,1,1955
321.0256348,6.551543713,49,1965,1,0,0,1,1934
259.6922913,4.63736248,56,1982,1,0,0,1,1121
455.4358826,4.216999054,108,1955,1,1,0,1,1111
306.2564087,7.656410217,40,1935,1,0,0,1,1132
221.8974457,3.263197422,68,1957,1,0,0,1,1241
727.1795044,7.059994698,103,1982,1,1,1,1,422
